#Airplane
ap.boardingTime	Double	35	mins
p98.traffic	String	true	boolean
p98.flightNo	String	CZ3265	unit
p98.fee	Double	0	yuan
p98.light	Double	8	degree
p98.hasCheckinLuggage	String	true	boolean
p98.hasDanger	String	false	boolean
p98.updateLight	String	false	boolean
p98.updateBillboard	String	false	boolean
#Passenger p99
p99.traffic	String	true	boolean
p99.flightNo	String	CZ3265	unit
p99.fee	Double	0	yuan
p99.light	Double	1	degree
p99.hasCheckinLuggage	String	true	boolean
p99.hasDanger	String	false	boolean
p99.updateLight	String	false	boolean
p99.updateBillboard	String	false	boolean
#Passenger p100
p100.traffic	String	true	boolean
p100.flightNo	String	CZ3265	unit
p100.fee	Double	0	yuan
p100.light	Double	2	degree
p100.hasCheckinLuggage	String	true	boolean
p100.hasDanger	String	false	boolean
p100.updateLight	String	false	boolean
p100.updateBillboard	String	false	boolean
#Passenger p101
p101.traffic	String	true	boolean
p101.flightNo	String	CZ3265	unit
p101.fee	Double	0	yuan
p101.light	Double	6	degree
p101.hasCheckinLuggage	String	true	boolean
p101.hasDanger	String	true	boolean
p101.updateLight	String	false	boolean
p101.updateBillboard	String	false	boolean
#Passenger p102
p102.traffic	String	false	boolean
p102.flightNo	String	CZ3265	unit
p102.fee	Double	0	yuan
p102.light	Double	6	degree
p102.hasCheckinLuggage	String	true	boolean
p102.hasDanger	String	true	boolean
p102.updateLight	String	false	boolean
p102.updateBillboard	String	false	boolean
#Passenger p103
p103.traffic	String	true	boolean
p103.flightNo	String	CZ3265	unit
p103.fee	Double	0	yuan
p103.light	Double	3	degree
p103.hasCheckinLuggage	String	true	boolean
p103.hasDanger	String	false	boolean
p103.updateLight	String	false	boolean
p103.updateBillboard	String	false	boolean
#Passenger p104
p104.traffic	String	true	boolean
p104.flightNo	String	CZ3265	unit
p104.fee	Double	0	yuan
p104.light	Double	4	degree
p104.hasCheckinLuggage	String	true	boolean
p104.hasDanger	String	false	boolean
p104.updateLight	String	false	boolean
p104.updateBillboard	String	false	boolean
#Passenger p105
p105.traffic	String	true	boolean
p105.flightNo	String	CZ3265	unit
p105.fee	Double	0	yuan
p105.light	Double	4	degree
p105.hasCheckinLuggage	String	true	boolean
p105.hasDanger	String	false	boolean
p105.updateLight	String	false	boolean
p105.updateBillboard	String	false	boolean
#Passenger p106
p106.traffic	String	true	boolean
p106.flightNo	String	CZ3265	unit
p106.fee	Double	0	yuan
p106.light	Double	1	degree
p106.hasCheckinLuggage	String	true	boolean
p106.hasDanger	String	false	boolean
p106.updateLight	String	false	boolean
p106.updateBillboard	String	false	boolean
#Passenger p107
p107.traffic	String	true	boolean
p107.flightNo	String	CZ3265	unit
p107.fee	Double	0	yuan
p107.light	Double	6	degree
p107.hasCheckinLuggage	String	true	boolean
p107.hasDanger	String	false	boolean
p107.updateLight	String	false	boolean
p107.updateBillboard	String	false	boolean
#Passenger p108
p108.traffic	String	true	boolean
p108.flightNo	String	CZ3265	unit
p108.fee	Double	0	yuan
p108.light	Double	7	degree
p108.hasCheckinLuggage	String	true	boolean
p108.hasDanger	String	false	boolean
p108.updateLight	String	false	boolean
p108.updateBillboard	String	false	boolean
#Passenger p109
p109.traffic	String	true	boolean
p109.flightNo	String	CZ3265	unit
p109.fee	Double	0	yuan
p109.light	Double	1	degree
p109.hasCheckinLuggage	String	true	boolean
p109.hasDanger	String	false	boolean
p109.updateLight	String	false	boolean
p109.updateBillboard	String	false	boolean
#Passenger p110
p110.traffic	String	true	boolean
p110.flightNo	String	CZ3265	unit
p110.fee	Double	0	yuan
p110.light	Double	6	degree
p110.hasCheckinLuggage	String	true	boolean
p110.hasDanger	String	false	boolean
p110.updateLight	String	false	boolean
p110.updateBillboard	String	false	boolean
#Passenger p111
p111.traffic	String	true	boolean
p111.flightNo	String	CZ3265	unit
p111.fee	Double	0	yuan
p111.light	Double	6	degree
p111.hasCheckinLuggage	String	true	boolean
p111.hasDanger	String	false	boolean
p111.updateLight	String	false	boolean
p111.updateBillboard	String	false	boolean
#Passenger p112
p112.traffic	String	true	boolean
p112.flightNo	String	CZ3265	unit
p112.fee	Double	0	yuan
p112.light	Double	1	degree
p112.hasCheckinLuggage	String	true	boolean
p112.hasDanger	String	false	boolean
p112.updateLight	String	false	boolean
p112.updateBillboard	String	false	boolean
#Passenger p113
p113.traffic	String	true	boolean
p113.flightNo	String	CZ3265	unit
p113.fee	Double	0	yuan
p113.light	Double	6	degree
p113.hasCheckinLuggage	String	true	boolean
p113.hasDanger	String	false	boolean
p113.updateLight	String	false	boolean
p113.updateBillboard	String	false	boolean
#Passenger p114
p114.traffic	String	true	boolean
p114.flightNo	String	CZ3265	unit
p114.fee	Double	0	yuan
p114.light	Double	3	degree
p114.hasCheckinLuggage	String	true	boolean
p114.hasDanger	String	false	boolean
p114.updateLight	String	false	boolean
p114.updateBillboard	String	false	boolean
#Passenger p115
p115.traffic	String	true	boolean
p115.flightNo	String	CZ3265	unit
p115.fee	Double	0	yuan
p115.light	Double	8	degree
p115.hasCheckinLuggage	String	true	boolean
p115.hasDanger	String	false	boolean
p115.updateLight	String	false	boolean
p115.updateBillboard	String	false	boolean
#Passenger p116
p116.traffic	String	true	boolean
p116.flightNo	String	CZ3265	unit
p116.fee	Double	0	yuan
p116.light	Double	6	degree
p116.hasCheckinLuggage	String	true	boolean
p116.hasDanger	String	false	boolean
p116.updateLight	String	false	boolean
p116.updateBillboard	String	false	boolean
#Passenger p117
p117.traffic	String	true	boolean
p117.flightNo	String	CZ3265	unit
p117.fee	Double	0	yuan
p117.light	Double	1	degree
p117.hasCheckinLuggage	String	true	boolean
p117.hasDanger	String	false	boolean
p117.updateLight	String	false	boolean
p117.updateBillboard	String	false	boolean
#Passenger p118
p118.traffic	String	true	boolean
p118.flightNo	String	CZ3265	unit
p118.fee	Double	0	yuan
p118.light	Double	9	degree
p118.hasCheckinLuggage	String	true	boolean
p118.hasDanger	String	false	boolean
p118.updateLight	String	false	boolean
p118.updateBillboard	String	false	boolean
#Passenger p119
p119.traffic	String	true	boolean
p119.flightNo	String	CZ3265	unit
p119.fee	Double	0	yuan
p119.light	Double	9	degree
p119.hasCheckinLuggage	String	true	boolean
p119.hasDanger	String	false	boolean
p119.updateLight	String	false	boolean
p119.updateBillboard	String	false	boolean
#Passenger p120
p120.traffic	String	true	boolean
p120.flightNo	String	CZ3265	unit
p120.fee	Double	0	yuan
p120.light	Double	1	degree
p120.hasCheckinLuggage	String	true	boolean
p120.hasDanger	String	false	boolean
p120.updateLight	String	false	boolean
p120.updateBillboard	String	false	boolean
#Passenger p121
p121.traffic	String	true	boolean
p121.flightNo	String	CZ3265	unit
p121.fee	Double	0	yuan
p121.light	Double	7	degree
p121.hasCheckinLuggage	String	false	boolean
p121.hasDanger	String	true	boolean
p121.updateLight	String	false	boolean
p121.updateBillboard	String	false	boolean
#Passenger p122
p122.traffic	String	false	boolean
p122.flightNo	String	CZ3265	unit
p122.fee	Double	0	yuan
p122.light	Double	4	degree
p122.hasCheckinLuggage	String	true	boolean
p122.hasDanger	String	false	boolean
p122.updateLight	String	false	boolean
p122.updateBillboard	String	false	boolean
#Passenger p123
p123.traffic	String	false	boolean
p123.flightNo	String	CZ3265	unit
p123.fee	Double	0	yuan
p123.light	Double	6	degree
p123.hasCheckinLuggage	String	true	boolean
p123.hasDanger	String	false	boolean
p123.updateLight	String	false	boolean
p123.updateBillboard	String	false	boolean
#Passenger p124
p124.traffic	String	false	boolean
p124.flightNo	String	CZ3265	unit
p124.fee	Double	0	yuan
p124.light	Double	9	degree
p124.hasCheckinLuggage	String	true	boolean
p124.hasDanger	String	false	boolean
p124.updateLight	String	false	boolean
p124.updateBillboard	String	false	boolean
#Passenger p125
p125.traffic	String	false	boolean
p125.flightNo	String	CZ3265	unit
p125.fee	Double	0	yuan
p125.light	Double	8	degree
p125.hasCheckinLuggage	String	true	boolean
p125.hasDanger	String	false	boolean
p125.updateLight	String	false	boolean
p125.updateBillboard	String	false	boolean
#Passenger p126
p126.traffic	String	false	boolean
p126.flightNo	String	CZ3265	unit
p126.fee	Double	0	yuan
p126.light	Double	4	degree
p126.hasCheckinLuggage	String	true	boolean
p126.hasDanger	String	false	boolean
p126.updateLight	String	false	boolean
p126.updateBillboard	String	false	boolean
#Passenger p127
p127.traffic	String	false	boolean
p127.flightNo	String	CZ3265	unit
p127.fee	Double	0	yuan
p127.light	Double	7	degree
p127.hasCheckinLuggage	String	true	boolean
p127.hasDanger	String	false	boolean
p127.updateLight	String	false	boolean
p127.updateBillboard	String	false	boolean
#Passenger p128
p128.traffic	String	false	boolean
p128.flightNo	String	CZ3265	unit
p128.fee	Double	0	yuan
p128.light	Double	3	degree
p128.hasCheckinLuggage	String	true	boolean
p128.hasDanger	String	false	boolean
p128.updateLight	String	false	boolean
p128.updateBillboard	String	false	boolean
#Passenger p129
p129.traffic	String	false	boolean
p129.flightNo	String	CZ3265	unit
p129.fee	Double	0	yuan
p129.light	Double	1	degree
p129.hasCheckinLuggage	String	true	boolean
p129.hasDanger	String	false	boolean
p129.updateLight	String	false	boolean
p129.updateBillboard	String	false	boolean
#Passenger p130
p130.traffic	String	false	boolean
p130.flightNo	String	CZ3265	unit
p130.fee	Double	0	yuan
p130.light	Double	7	degree
p130.hasCheckinLuggage	String	true	boolean
p130.hasDanger	String	false	boolean
p130.updateLight	String	false	boolean
p130.updateBillboard	String	false	boolean
#Passenger p131
p131.traffic	String	false	boolean
p131.flightNo	String	CZ3265	unit
p131.fee	Double	0	yuan
p131.light	Double	8	degree
p131.hasCheckinLuggage	String	true	boolean
p131.hasDanger	String	false	boolean
p131.updateLight	String	false	boolean
p131.updateBillboard	String	false	boolean
#Passenger p132
p132.traffic	String	false	boolean
p132.flightNo	String	CZ3265	unit
p132.fee	Double	0	yuan
p132.light	Double	8	degree
p132.hasCheckinLuggage	String	true	boolean
p132.hasDanger	String	false	boolean
p132.updateLight	String	false	boolean
p132.updateBillboard	String	false	boolean
#Passenger p133
p133.traffic	String	false	boolean
p133.flightNo	String	CZ3265	unit
p133.fee	Double	0	yuan
p133.light	Double	7	degree
p133.hasCheckinLuggage	String	true	boolean
p133.hasDanger	String	false	boolean
p133.updateLight	String	false	boolean
p133.updateBillboard	String	false	boolean
#Passenger p134
p134.traffic	String	false	boolean
p134.flightNo	String	CZ3265	unit
p134.fee	Double	0	yuan
p134.light	Double	2	degree
p134.hasCheckinLuggage	String	true	boolean
p134.hasDanger	String	false	boolean
p134.updateLight	String	false	boolean
p134.updateBillboard	String	false	boolean
#Passenger p135
p135.traffic	String	false	boolean
p135.flightNo	String	CZ3265	unit
p135.fee	Double	0	yuan
p135.light	Double	4	degree
p135.hasCheckinLuggage	String	true	boolean
p135.hasDanger	String	false	boolean
p135.updateLight	String	false	boolean
p135.updateBillboard	String	false	boolean
#Passenger p136
p136.traffic	String	false	boolean
p136.flightNo	String	CZ3265	unit
p136.fee	Double	0	yuan
p136.light	Double	3	degree
p136.hasCheckinLuggage	String	true	boolean
p136.hasDanger	String	false	boolean
p136.updateLight	String	false	boolean
p136.updateBillboard	String	false	boolean
#Passenger p137
p137.traffic	String	false	boolean
p137.flightNo	String	CZ3265	unit
p137.fee	Double	0	yuan
p137.light	Double	2	degree
p137.hasCheckinLuggage	String	true	boolean
p137.hasDanger	String	false	boolean
p137.updateLight	String	false	boolean
p137.updateBillboard	String	false	boolean
#Passenger p138
p138.traffic	String	false	boolean
p138.flightNo	String	CZ3265	unit
p138.fee	Double	0	yuan
p138.light	Double	1	degree
p138.hasCheckinLuggage	String	true	boolean
p138.hasDanger	String	false	boolean
p138.updateLight	String	false	boolean
p138.updateBillboard	String	false	boolean
#Passenger p139
p139.traffic	String	false	boolean
p139.flightNo	String	CZ3265	unit
p139.fee	Double	0	yuan
p139.light	Double	5	degree
p139.hasCheckinLuggage	String	true	boolean
p139.hasDanger	String	false	boolean
p139.updateLight	String	false	boolean
p139.updateBillboard	String	false	boolean
#Passenger p140
p140.traffic	String	false	boolean
p140.flightNo	String	CZ3265	unit
p140.fee	Double	0	yuan
p140.light	Double	6	degree
p140.hasCheckinLuggage	String	true	boolean
p140.hasDanger	String	false	boolean
p140.updateLight	String	false	boolean
p140.updateBillboard	String	false	boolean
#Passenger p141
p141.traffic	String	false	boolean
p141.flightNo	String	CZ3265	unit
p141.fee	Double	0	yuan
p141.light	Double	1	degree
p141.hasCheckinLuggage	String	true	boolean
p141.hasDanger	String	false	boolean
p141.updateLight	String	false	boolean
p141.updateBillboard	String	false	boolean
#Passenger p142
p142.traffic	String	false	boolean
p142.flightNo	String	CZ3265	unit
p142.fee	Double	0	yuan
p142.light	Double	6	degree
p142.hasCheckinLuggage	String	true	boolean
p142.hasDanger	String	false	boolean
p142.updateLight	String	false	boolean
p142.updateBillboard	String	false	boolean
#Passenger p143
p143.traffic	String	false	boolean
p143.flightNo	String	CZ3265	unit
p143.fee	Double	0	yuan
p143.light	Double	2	degree
p143.hasCheckinLuggage	String	true	boolean
p143.hasDanger	String	false	boolean
p143.updateLight	String	false	boolean
p143.updateBillboard	String	false	boolean
#Passenger p144
p144.traffic	String	false	boolean
p144.flightNo	String	CZ3265	unit
p144.fee	Double	0	yuan
p144.light	Double	4	degree
p144.hasCheckinLuggage	String	true	boolean
p144.hasDanger	String	false	boolean
p144.updateLight	String	false	boolean
p144.updateBillboard	String	false	boolean
#Passenger p145
p145.traffic	String	false	boolean
p145.flightNo	String	CZ3265	unit
p145.fee	Double	0	yuan
p145.light	Double	5	degree
p145.hasCheckinLuggage	String	true	boolean
p145.hasDanger	String	false	boolean
p145.updateLight	String	false	boolean
p145.updateBillboard	String	false	boolean
#Passenger p146
p146.traffic	String	false	boolean
p146.flightNo	String	CZ3265	unit
p146.fee	Double	0	yuan
p146.light	Double	3	degree
p146.hasCheckinLuggage	String	true	boolean
p146.hasDanger	String	false	boolean
p146.updateLight	String	false	boolean
p146.updateBillboard	String	false	boolean
#Passenger p147
p147.traffic	String	false	boolean
p147.flightNo	String	CZ3265	unit
p147.fee	Double	0	yuan
p147.light	Double	10	degree
p147.hasCheckinLuggage	String	true	boolean
p147.hasDanger	String	false	boolean
p147.updateLight	String	false	boolean
p147.updateBillboard	String	false	boolean
#Passenger p148
p148.traffic	String	false	boolean
p148.flightNo	String	CZ3265	unit
p148.fee	Double	0	yuan
p148.light	Double	5	degree
p148.hasCheckinLuggage	String	true	boolean
p148.hasDanger	String	false	boolean
p148.updateLight	String	false	boolean
p148.updateBillboard	String	false	boolean
#Passenger p149
p149.traffic	String	false	boolean
p149.flightNo	String	CZ3265	unit
p149.fee	Double	0	yuan
p149.light	Double	4	degree
p149.hasCheckinLuggage	String	true	boolean
p149.hasDanger	String	false	boolean
p149.updateLight	String	false	boolean
p149.updateBillboard	String	false	boolean
#Passenger p150
p150.traffic	String	false	boolean
p150.flightNo	String	CZ3265	unit
p150.fee	Double	0	yuan
p150.light	Double	5	degree
p150.hasCheckinLuggage	String	true	boolean
p150.hasDanger	String	false	boolean
p150.updateLight	String	false	boolean
p150.updateBillboard	String	false	boolean
#Passenger p151
p151.traffic	String	false	boolean
p151.flightNo	String	CZ3265	unit
p151.fee	Double	0	yuan
p151.light	Double	8	degree
p151.hasCheckinLuggage	String	true	boolean
p151.hasDanger	String	false	boolean
p151.updateLight	String	false	boolean
p151.updateBillboard	String	false	boolean
#Passenger p152
p152.traffic	String	false	boolean
p152.flightNo	String	CZ3265	unit
p152.fee	Double	0	yuan
p152.light	Double	5	degree
p152.hasCheckinLuggage	String	true	boolean
p152.hasDanger	String	false	boolean
p152.updateLight	String	false	boolean
p152.updateBillboard	String	false	boolean
#Passenger p153
p153.traffic	String	false	boolean
p153.flightNo	String	CZ3265	unit
p153.fee	Double	0	yuan
p153.light	Double	1	degree
p153.hasCheckinLuggage	String	true	boolean
p153.hasDanger	String	false	boolean
p153.updateLight	String	false	boolean
p153.updateBillboard	String	false	boolean
#Passenger p154
p154.traffic	String	false	boolean
p154.flightNo	String	CZ3265	unit
p154.fee	Double	0	yuan
p154.light	Double	4	degree
p154.hasCheckinLuggage	String	false	boolean
p154.hasDanger	String	true	boolean
p154.updateLight	String	false	boolean
p154.updateBillboard	String	false	boolean
#Passenger p155
p155.traffic	String	true	boolean
p155.flightNo	String	CZ3265	unit
p155.fee	Double	0	yuan
p155.light	Double	5	degree
p155.hasCheckinLuggage	String	false	boolean
p155.hasDanger	String	false	boolean
p155.updateLight	String	false	boolean
p155.updateBillboard	String	false	boolean
#Passenger p156
p156.traffic	String	true	boolean
p156.flightNo	String	CZ3265	unit
p156.fee	Double	0	yuan
p156.light	Double	8	degree
p156.hasCheckinLuggage	String	false	boolean
p156.hasDanger	String	false	boolean
p156.updateLight	String	false	boolean
p156.updateBillboard	String	false	boolean
#Passenger p157
p157.traffic	String	true	boolean
p157.flightNo	String	CZ3265	unit
p157.fee	Double	0	yuan
p157.light	Double	9	degree
p157.hasCheckinLuggage	String	false	boolean
p157.hasDanger	String	false	boolean
p157.updateLight	String	false	boolean
p157.updateBillboard	String	false	boolean
#Passenger p158
p158.traffic	String	true	boolean
p158.flightNo	String	CZ3265	unit
p158.fee	Double	0	yuan
p158.light	Double	1	degree
p158.hasCheckinLuggage	String	false	boolean
p158.hasDanger	String	false	boolean
p158.updateLight	String	false	boolean
p158.updateBillboard	String	false	boolean
#Passenger p159
p159.traffic	String	true	boolean
p159.flightNo	String	CZ3265	unit
p159.fee	Double	0	yuan
p159.light	Double	1	degree
p159.hasCheckinLuggage	String	false	boolean
p159.hasDanger	String	false	boolean
p159.updateLight	String	false	boolean
p159.updateBillboard	String	false	boolean
#Passenger p160
p160.traffic	String	true	boolean
p160.flightNo	String	CZ3265	unit
p160.fee	Double	0	yuan
p160.light	Double	10	degree
p160.hasCheckinLuggage	String	false	boolean
p160.hasDanger	String	false	boolean
p160.updateLight	String	false	boolean
p160.updateBillboard	String	false	boolean
#Passenger p161
p161.traffic	String	false	boolean
p161.flightNo	String	CZ3265	unit
p161.fee	Double	0	yuan
p161.light	Double	8	degree
p161.hasCheckinLuggage	String	false	boolean
p161.hasDanger	String	false	boolean
p161.updateLight	String	false	boolean
p161.updateBillboard	String	false	boolean
#Passenger p162
p162.traffic	String	false	boolean
p162.flightNo	String	CZ3265	unit
p162.fee	Double	0	yuan
p162.light	Double	6	degree
p162.hasCheckinLuggage	String	false	boolean
p162.hasDanger	String	false	boolean
p162.updateLight	String	false	boolean
p162.updateBillboard	String	false	boolean
#Passenger p163
p163.traffic	String	false	boolean
p163.flightNo	String	CZ3265	unit
p163.fee	Double	0	yuan
p163.light	Double	7	degree
p163.hasCheckinLuggage	String	false	boolean
p163.hasDanger	String	false	boolean
p163.updateLight	String	false	boolean
p163.updateBillboard	String	false	boolean
#Passenger p164
p164.traffic	String	false	boolean
p164.flightNo	String	CZ3265	unit
p164.fee	Double	0	yuan
p164.light	Double	7	degree
p164.hasCheckinLuggage	String	false	boolean
p164.hasDanger	String	false	boolean
p164.updateLight	String	false	boolean
p164.updateBillboard	String	false	boolean
#Passenger p165
p165.traffic	String	false	boolean
p165.flightNo	String	CZ3265	unit
p165.fee	Double	0	yuan
p165.light	Double	4	degree
p165.hasCheckinLuggage	String	false	boolean
p165.hasDanger	String	false	boolean
p165.updateLight	String	false	boolean
p165.updateBillboard	String	false	boolean
#Passenger p166
p166.traffic	String	false	boolean
p166.flightNo	String	CZ3265	unit
p166.fee	Double	0	yuan
p166.light	Double	9	degree
p166.hasCheckinLuggage	String	false	boolean
p166.hasDanger	String	false	boolean
p166.updateLight	String	false	boolean
p166.updateBillboard	String	false	boolean
#Passenger p167
p167.traffic	String	false	boolean
p167.flightNo	String	CZ3265	unit
p167.fee	Double	0	yuan
p167.light	Double	7	degree
p167.hasCheckinLuggage	String	false	boolean
p167.hasDanger	String	false	boolean
p167.updateLight	String	false	boolean
p167.updateBillboard	String	false	boolean
#Passenger p168
p168.traffic	String	false	boolean
p168.flightNo	String	CZ3265	unit
p168.fee	Double	0	yuan
p168.light	Double	9	degree
p168.hasCheckinLuggage	String	false	boolean
p168.hasDanger	String	false	boolean
p168.updateLight	String	false	boolean
p168.updateBillboard	String	false	boolean
#Passenger p169
p169.traffic	String	false	boolean
p169.flightNo	String	CZ3265	unit
p169.fee	Double	0	yuan
p169.light	Double	2	degree
p169.hasCheckinLuggage	String	false	boolean
p169.hasDanger	String	false	boolean
p169.updateLight	String	false	boolean
p169.updateBillboard	String	false	boolean
#Passenger p170
p170.traffic	String	false	boolean
p170.flightNo	String	CZ3265	unit
p170.fee	Double	0	yuan
p170.light	Double	10	degree
p170.hasCheckinLuggage	String	false	boolean
p170.hasDanger	String	false	boolean
p170.updateLight	String	false	boolean
p170.updateBillboard	String	false	boolean
#Passenger p171
p171.traffic	String	false	boolean
p171.flightNo	String	CZ3265	unit
p171.fee	Double	0	yuan
p171.light	Double	5	degree
p171.hasCheckinLuggage	String	false	boolean
p171.hasDanger	String	false	boolean
p171.updateLight	String	false	boolean
p171.updateBillboard	String	false	boolean
#Passenger p172
p172.traffic	String	false	boolean
p172.flightNo	String	CZ3265	unit
p172.fee	Double	0	yuan
p172.light	Double	5	degree
p172.hasCheckinLuggage	String	false	boolean
p172.hasDanger	String	false	boolean
p172.updateLight	String	false	boolean
p172.updateBillboard	String	false	boolean
#Passenger p173
p173.traffic	String	false	boolean
p173.flightNo	String	CZ3265	unit
p173.fee	Double	0	yuan
p173.light	Double	2	degree
p173.hasCheckinLuggage	String	false	boolean
p173.hasDanger	String	false	boolean
p173.updateLight	String	false	boolean
p173.updateBillboard	String	false	boolean
#Passenger p174
p174.traffic	String	false	boolean
p174.flightNo	String	CZ3265	unit
p174.fee	Double	0	yuan
p174.light	Double	5	degree
p174.hasCheckinLuggage	String	false	boolean
p174.hasDanger	String	false	boolean
p174.updateLight	String	false	boolean
p174.updateBillboard	String	false	boolean
#Passenger p175
p175.traffic	String	false	boolean
p175.flightNo	String	CZ3265	unit
p175.fee	Double	0	yuan
p175.light	Double	7	degree
p175.hasCheckinLuggage	String	false	boolean
p175.hasDanger	String	false	boolean
p175.updateLight	String	false	boolean
p175.updateBillboard	String	false	boolean
#Passenger p176
p176.traffic	String	false	boolean
p176.flightNo	String	CZ3265	unit
p176.fee	Double	0	yuan
p176.light	Double	1	degree
p176.hasCheckinLuggage	String	false	boolean
p176.hasDanger	String	false	boolean
p176.updateLight	String	false	boolean
p176.updateBillboard	String	false	boolean
#Passenger p177
p177.traffic	String	true	boolean
p177.flightNo	String	CZ3265	unit
p177.fee	Double	0	yuan
p177.light	Double	10	degree
p177.hasCheckinLuggage	String	true	boolean
p177.hasDanger	String	false	boolean
p177.updateLight	String	false	boolean
p177.updateBillboard	String	false	boolean
#Passenger p178
p178.traffic	String	false	boolean
p178.flightNo	String	CZ3265	unit
p178.fee	Double	0	yuan
p178.light	Double	10	degree
p178.hasCheckinLuggage	String	true	boolean
p178.hasDanger	String	false	boolean
p178.updateLight	String	false	boolean
p178.updateBillboard	String	false	boolean
#Passenger p179
p179.traffic	String	true	boolean
p179.flightNo	String	CZ3265	unit
p179.fee	Double	0	yuan
p179.light	Double	3	degree
p179.hasCheckinLuggage	String	false	boolean
p179.hasDanger	String	false	boolean
p179.updateLight	String	false	boolean
p179.updateBillboard	String	false	boolean
#Passenger p180
p180.traffic	String	false	boolean
p180.flightNo	String	CZ3265	unit
p180.fee	Double	0	yuan
p180.light	Double	1	degree
p180.hasCheckinLuggage	String	false	boolean
p180.hasDanger	String	false	boolean
p180.updateLight	String	false	boolean
p180.updateBillboard	String	false	boolean
#Passenger p181
p181.traffic	String	true	boolean
p181.flightNo	String	CZ3265	unit
p181.fee	Double	0	yuan
p181.light	Double	10	degree
p181.hasCheckinLuggage	String	true	boolean
p181.hasDanger	String	false	boolean
p181.updateLight	String	false	boolean
p181.updateBillboard	String	false	boolean
#Passenger p182
p182.traffic	String	true	boolean
p182.flightNo	String	CZ3265	unit
p182.fee	Double	0	yuan
p182.light	Double	2	degree
p182.hasCheckinLuggage	String	false	boolean
p182.hasDanger	String	false	boolean
p182.updateLight	String	false	boolean
p182.updateBillboard	String	false	boolean
#Passenger p183
p183.traffic	String	false	boolean
p183.flightNo	String	CZ3265	unit
p183.fee	Double	0	yuan
p183.light	Double	10	degree
p183.hasCheckinLuggage	String	true	boolean
p183.hasDanger	String	false	boolean
p183.updateLight	String	false	boolean
p183.updateBillboard	String	false	boolean
#Passenger p184
p184.traffic	String	true	boolean
p184.flightNo	String	CZ3265	unit
p184.fee	Double	0	yuan
p184.light	Double	8	degree
p184.hasCheckinLuggage	String	true	boolean
p184.hasDanger	String	false	boolean
p184.updateLight	String	false	boolean
p184.updateBillboard	String	false	boolean
#Passenger p185
p185.traffic	String	false	boolean
p185.flightNo	String	CZ3265	unit
p185.fee	Double	0	yuan
p185.light	Double	4	degree
p185.hasCheckinLuggage	String	true	boolean
p185.hasDanger	String	false	boolean
p185.updateLight	String	false	boolean
p185.updateBillboard	String	false	boolean
#Passenger p186
p186.traffic	String	true	boolean
p186.flightNo	String	CZ3265	unit
p186.fee	Double	0	yuan
p186.light	Double	5	degree
p186.hasCheckinLuggage	String	true	boolean
p186.hasDanger	String	true	boolean
p186.updateLight	String	false	boolean
p186.updateBillboard	String	false	boolean
#Passenger p187
p187.traffic	String	false	boolean
p187.flightNo	String	CZ3265	unit
p187.fee	Double	0	yuan
p187.light	Double	1	degree
p187.hasCheckinLuggage	String	true	boolean
p187.hasDanger	String	false	boolean
p187.updateLight	String	false	boolean
p187.updateBillboard	String	false	boolean
#Passenger p188
p188.traffic	String	false	boolean
p188.flightNo	String	CZ3265	unit
p188.fee	Double	0	yuan
p188.light	Double	5	degree
p188.hasCheckinLuggage	String	true	boolean
p188.hasDanger	String	false	boolean
p188.updateLight	String	false	boolean
p188.updateBillboard	String	false	boolean
#Passenger p189
p189.traffic	String	false	boolean
p189.flightNo	String	CZ3265	unit
p189.fee	Double	0	yuan
p189.light	Double	9	degree
p189.hasCheckinLuggage	String	true	boolean
p189.hasDanger	String	false	boolean
p189.updateLight	String	false	boolean
p189.updateBillboard	String	false	boolean
#Passenger p190
p190.traffic	String	false	boolean
p190.flightNo	String	CZ3265	unit
p190.fee	Double	0	yuan
p190.light	Double	9	degree
p190.hasCheckinLuggage	String	true	boolean
p190.hasDanger	String	false	boolean
p190.updateLight	String	false	boolean
p190.updateBillboard	String	false	boolean
#Passenger p191
p191.traffic	String	true	boolean
p191.flightNo	String	CZ3265	unit
p191.fee	Double	0	yuan
p191.light	Double	1	degree
p191.hasCheckinLuggage	String	true	boolean
p191.hasDanger	String	false	boolean
p191.updateLight	String	false	boolean
p191.updateBillboard	String	false	boolean
#Passenger p192
p192.traffic	String	true	boolean
p192.flightNo	String	CZ3265	unit
p192.fee	Double	0	yuan
p192.light	Double	8	degree
p192.hasCheckinLuggage	String	true	boolean
p192.hasDanger	String	false	boolean
p192.updateLight	String	false	boolean
p192.updateBillboard	String	false	boolean
#Passenger p193
p193.traffic	String	true	boolean
p193.flightNo	String	CZ3265	unit
p193.fee	Double	0	yuan
p193.light	Double	6	degree
p193.hasCheckinLuggage	String	true	boolean
p193.hasDanger	String	false	boolean
p193.updateLight	String	false	boolean
p193.updateBillboard	String	false	boolean
#Passenger p194
p194.traffic	String	true	boolean
p194.flightNo	String	CZ3265	unit
p194.fee	Double	0	yuan
p194.light	Double	7	degree
p194.hasCheckinLuggage	String	true	boolean
p194.hasDanger	String	false	boolean
p194.updateLight	String	false	boolean
p194.updateBillboard	String	false	boolean
#Passenger p195
p195.traffic	String	true	boolean
p195.flightNo	String	CZ3265	unit
p195.fee	Double	0	yuan
p195.light	Double	1	degree
p195.hasCheckinLuggage	String	true	boolean
p195.hasDanger	String	false	boolean
